%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1584954937343230547,2284,1584954937342952063,imu_link,0.0316462516785,-0.228998050094,0.60548967123,0.76153844595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0539746358991,0.0385967716575,0.0170525629073,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.72692584991,2.2055170536,-8.53349781036,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954937368239684,2285,1584954937367888461,imu_link,0.0309628527611,-0.22909848392,0.605523586273,0.761509299278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0401930958033,0.0218368396163,0.013849276118,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.65039634705,2.21446228027,-8.51041793823,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954937393208003,2286,1584954937392874376,imu_link,0.0307093188167,-0.229168742895,0.605564057827,0.761466324329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00942164752632,0.0344516448677,0.00384745374322,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.72806930542,2.21971940994,-8.53757190704,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954937418159023,2287,1584954937417861290,imu_link,0.0304369851947,-0.228987678885,0.605597317219,0.761505186558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0109031107277,0.0111028319225,0.0057282098569,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.66555905342,2.22000646591,-8.51196575165,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954937443233730,2288,1584954937442853598,imu_link,0.0303552895784,-0.229142233729,0.605632066727,0.76143437624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016573894769,-0.00635459786281,0.00841964222491,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.6981716156,2.19576215744,-8.53891658783,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954937468127432,2289,1584954937467818417,imu_link,0.0301497671753,-0.229300200939,0.60569101572,0.761348068714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0163010004908,-0.000433999171946,0.0098222931847,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.66039133072,2.21631741524,-8.53314781189,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954937493198423,2290,1584954937492819629,imu_link,0.0302023459226,-0.229383185506,0.605722904205,0.761295616627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00780249992386,-0.0179773811251,-0.00177896441892,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.66690349579,2.2238137722,-8.52097892761,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954937518052710,2291,1584954937517762251,imu_link,0.0304880198091,-0.229484528303,0.605748593807,0.761233270168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0100534567609,-0.0223714523017,-0.000153120141476,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.71078467369,2.20833015442,-8.52998638153,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954937543011841,2292,1584954937542747413,imu_link,0.0307045057416,-0.22962410748,0.605813145638,0.761131107807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00596066657454,-0.0190991293639,0.00520685967058,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.70662927628,2.19891476631,-8.53490924835,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954937568152848,2293,1584954937567800666,imu_link,0.0308636222035,-0.22970752418,0.605923116207,0.761011898518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0212205909193,-0.0270342323929,0.000964055769145,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.68445587158,2.30555415154,-8.61013126373,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954937593094132,2294,1584954937592716085,imu_link,0.0310353655368,-0.22972881794,0.606045365334,0.760901153088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188888777047,-0.0135002629831,0.00221054628491,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.65870285034,2.17028403282,-8.50963401794,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954937618084863,2295,1584954937617739808,imu_link,0.0309748053551,-0.229680374265,0.606164395809,0.760823369026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00758713670075,0.007705679629,0.0141072552651,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.69940376282,2.15832734108,-8.50379753113,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954937643082378,2296,1584954937642710113,imu_link,0.0308205317706,-0.229679793119,0.606270551682,0.760745227337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0157929472625,0.0126789594069,0.0148534793407,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.66809511185,2.17606544495,-8.57094287872,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954937667834096,2297,1584954937667648539,imu_link,0.0305663179606,-0.229731589556,0.606366157532,0.760663688183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014290895313,0.00545305665582,0.0119932517409,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.67833328247,2.22533893585,-8.51892280579,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954937692812265,2298,1584954937692612105,imu_link,0.030321650207,-0.229741320014,0.606441855431,0.760610103607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0154531374574,0.0100332908332,0.012217332609,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.65331983566,2.2122926712,-8.51938247681,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954937717717485,2299,1584954937717528000,imu_link,0.0301434304565,-0.229812681675,0.60647803545,0.76056689024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0123240305111,0.00059588777367,0.00734582031146,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.66984677315,2.22947764397,-8.51180362701,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954937742983567,2300,1584954937742628903,imu_link,0.0299887564033,-0.229874148965,0.606507241726,0.760531127453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0126138962805,0.00490583758801,0.00577441323549,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.6771042347,2.21551036835,-8.50458526611,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954937768468266,2301,1584954937767911241,imu_link,0.0298567973077,-0.229924455285,0.606529295444,0.760503590107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0102478414774,0.000127705352497,0.00434448430315,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.67120456696,2.24717998505,-8.51899051666,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954937793512722,2302,1584954937792857595,imu_link,0.029741069302,-0.229951173067,0.606535315514,0.760495185852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00672921631485,0.00561599154025,0.00212235143408,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.68182396889,2.25425577164,-8.50569725037,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954937819256170,2303,1584954937818068847,imu_link,0.0296730026603,-0.229902565479,0.606538534164,0.760509967804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000656737014651,0.00331405014731,0.000373570714146,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.66515922546,2.24068069458,-8.56277656555,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954937843479357,2304,1584954937842899431,imu_link,0.0296729002148,-0.229877278209,0.606524169445,0.760529100895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00255670771003,-0.00134449847974,-0.00395293300971,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.69858050346,2.24855184555,-8.54788017273,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954937868668589,2305,1584954937867959925,imu_link,0.0297042578459,-0.229872152209,0.606501460075,0.760547399521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00196460448205,-0.0016914664302,-0.00285499775782,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.6565322876,2.21451091766,-8.54136657715,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954937893218416,2306,1584954937892696797,imu_link,0.029801286757,-0.229863837361,0.606476068497,0.760566413403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00659590400755,-0.00830484367907,-0.00590906618163,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.6595788002,2.24631929398,-8.54232406616,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954937917663093,2307,1584954937917448083,imu_link,0.0299847330898,-0.229888185859,0.606420695782,0.760596096516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00853415951133,-0.0137309683487,-0.0106989461929,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.67176651955,2.23855924606,-8.53973293304,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954937942693252,2308,1584954937942418116,imu_link,0.0301556922495,-0.229914739728,0.606364905834,0.760625779629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00799672119319,-0.00894405134022,-0.0072072185576,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.7205016613,2.22179079056,-8.55171394348,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954937968638761,2309,1584954937968396141,imu_link,0.0302900448442,-0.229897171259,0.606336593628,0.760648310184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00867284461856,-0.00498089939356,-0.00523086776957,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.69430470467,2.23997831345,-8.5545129776,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954937992628957,2310,1584954937992369596,imu_link,0.0304264184088,-0.229881614447,0.60630273819,0.760674536228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00770905800164,-0.0069686267525,-0.00455155689269,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.70201468468,2.21600365639,-8.53272628784,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954938017733474,2311,1584954938017385941,imu_link,0.0305238924921,-0.229877188802,0.606277167797,0.760692358017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00523533299565,-0.0026611534413,-0.00306003214791,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.69190454483,2.2109413147,-8.55384349823,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954938042833871,2312,1584954938042448654,imu_link,0.0305987913162,-0.229846358299,0.606256067753,0.760715484619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00588585343212,-0.00189603166655,-0.00372675387189,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.70634841919,2.23170828819,-8.54892349243,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954938068890160,2313,1584954938068432121,imu_link,0.0306642148644,-0.229831621051,0.606226623058,0.760740756989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00191610772163,-0.00361520121805,-0.00462854607031,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.68981647491,2.18117809296,-8.53358459473,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954938092726862,2314,1584954938092375775,imu_link,0.0307202525437,-0.229874759912,0.606199145317,0.760747373104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000957579351962,-0.00501403911039,-0.00192959606647,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.71466612816,2.21952962875,-8.52407455444,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954938118669543,2315,1584954938118352207,imu_link,0.0307535696775,-0.229899376631,0.606167912483,0.760763466358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000686208717525,-0.00420347973704,-0.0037019662559,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.69698524475,2.20284748077,-8.4855222702,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954938142647988,2316,1584954938142342207,imu_link,0.0308087281883,-0.229919672012,0.606138408184,0.760778546333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00247313082218,-0.00366233219393,-0.00325522338971,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.69203662872,2.20375585556,-8.53263568878,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954938168537422,2317,1584954938168254789,imu_link,0.0308535955846,-0.229927971959,0.606114625931,0.760793209076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00313071440905,-0.00377513840795,-0.00434954511002,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.71306419373,2.23694610596,-8.5014591217,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954938192422928,2318,1584954938192217815,imu_link,0.0308961234987,-0.229934558272,0.606088578701,0.760810256004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00302037689835,-0.0010431711562,-0.00357281370088,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.71449375153,2.21774148941,-8.53441143036,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954938218547668,2319,1584954938218224816,imu_link,0.0309139043093,-0.229925811291,0.606072902679,0.760824680328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00106824282557,-0.00193640415091,-0.00189527776092,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.7160012722,2.20746183395,-8.53859710693,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954938243454211,2320,1584954938243204052,imu_link,0.0309170428663,-0.22992387414,0.606075227261,0.760823309422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00231197010726,-0.000884335138835,-0.00175699125975,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.70184326172,2.19687128067,-8.53919124603,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954938268777876,2321,1584954938268333688,imu_link,0.0309597812593,-0.229892715812,0.60606855154,0.760836184025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059799561277,-0.00195980630815,-0.00361125450581,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.70207691193,2.25091791153,-8.54048252106,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1584954938293418129,2322,1584954938293168474,imu_link,0.0310289878398,-0.229902729392,0.606040477753,0.760852754116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00156627688557,-0.00403696065769,-0.00256643537432,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-3.73431777954,2.20575547218,-8.53387260437,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
