%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1585296390785802402,8429,1585296390785280673,foot_imu_link,-0.0933585762978,-0.209161147475,-0.471061050892,0.851843476295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00244011636823,0.00151179975364,0.00311576202512,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-4.31222724915,-0.329839110374,-8.63906764984,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1585296390787305989,8430,1585296390786810659,foot_imu_link,-0.0933689698577,-0.20915953815,-0.471055328846,0.851845860481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00295469909906,-0.00150231667794,0.00355571787804,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-4.2579369545,-0.36949250102,-8.62223434448,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1585296390794620910,8431,1585296390794133413,foot_imu_link,-0.0933751314878,-0.209160357714,-0.471048057079,0.851849079132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015370612964,-0.00163727393374,0.0035428176634,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-4.28381490707,-0.384387910366,-8.61745834351,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1585296390796880058,8432,1585296390796379341,foot_imu_link,-0.0933809280396,-0.209153965116,-0.471043497324,0.851852476597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00285191368312,0.00133621250279,0.00276183243841,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-4.27787590027,-0.373696357012,-8.6251707077,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1585296390806516653,8433,1585296390804678719,foot_imu_link,-0.0933862403035,-0.209149926901,-0.471038907766,0.851855397224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00181955564767,0.000324321852531,0.0032296278514,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-4.26622772217,-0.357494115829,-8.59587574005,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1585296390807501477,8434,1585296390807305172,foot_imu_link,-0.093392573297,-0.209142774343,-0.471038341522,0.851856827736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00300909020007,0.00145299045835,0.00169007852674,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-4.29236268997,-0.371358215809,-8.62944412231,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1585296390816070560,8435,1585296390815851819,foot_imu_link,-0.0933973416686,-0.209132224321,-0.471037685871,0.851859271526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00212041661143,0.00236670183949,0.000723126810044,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-4.28197717667,-0.367954194546,-8.64229774475,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1585296390853160281,8436,1585296390852999236,foot_imu_link,-0.0934369340539,-0.209068253636,-0.471018761396,0.851881086826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00383240450174,0.00269420864061,0.00221869908273,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-4.28544950485,-0.367711812258,-8.56736564636,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1585296390868747347,8437,1585296390868337264,foot_imu_link,-0.0934533923864,-0.209041267633,-0.471011191607,0.851890087128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00356587953866,0.000706188788172,0.00174420466647,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-4.29825210571,-0.349064707756,-8.62461853027,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1585296390885885571,8438,1585296390885310181,foot_imu_link,-0.0934634506702,-0.209028318524,-0.4710034132,0.851896464825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00118206255138,0.000375602568965,0.00168525613844,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-4.29121494293,-0.36446210742,-8.6485710144,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
